ClusterID	ClusterX	ClusterY	X	Y	D	C
3		957.5  		744.3  		834.3  	751.1  	14.859 	1
1		282.6  		947.2  		263.4  	943.5  	16.34  	1
3		957.5  		744.3  		1236   	701.7  	16.97  	1
3		957.5  		744.3  		905    	696.8  	15.011 	1
1		282.6  		947.2  		269.5  	960    	14.648 	1
4		540    		740    		520.2  	718.5  	13.625 	1
2		231.7  		485    		229.4  	419.7  	17.56  	1
1		282.6  		947.2  		278.5  	1087   	14.69  	1
0		999.7  		162.9  		930.8  	145.9  	17.132 	1
3		957.5  		744.3  		954    	727.5  	16.073 	1
1		282.6  		947.2  		239.8  	959    	14.93  	1
3		957.5  		744.3  		887.5  	697.4  	18.106 	1
3		957.5  		744.3  		1119   	810.5  	14.065 	1
0		999.7  		162.9  		962.2  	158    	16.88  	1
0		999.7  		162.9  		1050   	125    	16.545 	1
4		540    		740    		613.2  	741    	16.127 	1
2		231.7  		485    		213.6  	428.9  	14.742 	1
1		282.6  		947.2  		267.3  	816.4  	17.575 	1
4		540    		740    		505.1  	735.7  	14.77  	1
4		540    		740    		508.3  	837.4  	13.751 	1
3		957.5  		744.3  		872.9  	608.3  	15.017 	1
3		957.5  		744.3  		995.6  	992.8  	17.701 	1
2		231.7  		485    		238    	465.7  	13.248 	1
4		540    		740    		564.6  	566.3  	14.079 	1
2		231.7  		485    		209.2  	493.9  	14.226 	1
0		999.7  		162.9  		1018   	156.5  	12.496 	1
3		957.5  		744.3  		1049   	666.9  	15.679 	1
3		957.5  		744.3  		1137   	752.7  	15.272 	1
3		957.5  		744.3  		1036   	771.8  	15.395 	1
4		540    		740    		649    	899    	14.443 	1
2		231.7  		485    		236.3  	420.8  	14.998 	1
0		999.7  		162.9  		961.5  	187    	13.002 	1
2		231.7  		485    		222.5  	519.9  	15.475 	1
3		957.5  		744.3  		991.2  	771.9  	13.918 	1
2		231.7  		485    		246    	486.1  	16.78  	1
2		231.7  		485    		208.5  	498.8  	14.496 	1
0		999.7  		162.9  		893.2  	161.3  	15.645 	1
4		540    		740    		518.7  	782.3  	14.048 	1
1		282.6  		947.2  		273.8  	1076   	16.812 	1
1		282.6  		947.2  		296.4  	902.9  	15.061 	1
0		999.7  		162.9  		1101   	161.5  	17.241 	1
1		282.6  		947.2  		264.4  	1114   	17.271 	1
0		999.7  		162.9  		894.1  	141.1  	12.618 	1
1		282.6  		947.2  		282.1  	943.3  	14.799 	1
4		540    		740    		624.3  	750.3  	13.863 	1
1		282.6  		947.2  		283    	1076   	12.959 	1
0		999.7  		162.9  		1085   	179.2  	15.563 	1
3		957.5  		744.3  		988.3  	765.4  	16.071 	1
1		282.6  		947.2  		303.1  	900.5  	15.275 	1
0		999.7  		162.9  		930.3  	141.4  	16.422 	1
4		540    		740    		534.7  	579.8  	15.137 	1
4		540    		740    		449.7  	826.1  	15.075 	1
4		540    		740    		498.9  	587.6  	15.956 	1
1		282.6  		947.2  		268    	812.9  	13.824 	1
3		957.5  		744.3  		956.5  	767.3  	16.813 	1
1		282.6  		947.2  		260.7  	996.5  	18.078 	1
1		282.6  		947.2  		289.2  	902.2  	15.782 	1
1		282.6  		947.2  		284.5  	998.9  	15.113 	1
4		540    		740    		432.5  	734.4  	14.046 	1
2		231.7  		485    		247.6  	402.8  	13.943 	1
1		282.6  		947.2  		265.7  	920.2  	14.073 	1
4		540    		740    		581.7  	816.5  	14.006 	1
1		282.6  		947.2  		310.2  	875.4  	16.134 	1
1		282.6  		947.2  		291    	1041   	12.765 	1
4		540    		740    		537.1  	774.1  	14.865 	1
1		282.6  		947.2  		247    	926.6  	12.133 	1
4		540    		740    		529.9  	807.5  	14.228 	1
1		282.6  		947.2  		291.8  	937    	15.224 	1
3		957.5  		744.3  		889.2  	689.9  	13.955 	1
2		231.7  		485    		242.3  	452.8  	14.972 	1
2		231.7  		485    		228.1  	386.7  	15.36  	1
1		282.6  		947.2  		312.8  	888.3  	14.464 	1
3		957.5  		744.3  		949.3  	821.1  	15.047 	1
1		282.6  		947.2  		293.6  	908.2  	16.455 	1
2		231.7  		485    		252.9  	459    	15.061 	1
4		540    		740    		533    	650.9  	16.655 	1
4		540    		740    		500.3  	785.5  	16.231 	1
2		231.7  		485    		239.1  	493.4  	14.18  	1
4		540    		740    		522    	754    	13.39  	1
1		282.6  		947.2  		293.9  	945.1  	16.82  	1
4		540    		740    		596.8  	877.2  	12.375 	1
2		231.7  		485    		216.3  	511.1  	15.825 	1
3		957.5  		744.3  		979.3  	675.6  	16.675 	1
0		999.7  		162.9  		1105   	172    	15.111 	1
3		957.5  		744.3  		862.9  	832.7  	15.929 	1
3		957.5  		744.3  		899.8  	805.1  	14.304 	1
4		540    		740    		563.7  	767    	12.212 	1
1		282.6  		947.2  		256.1  	951.8  	16.253 	1
0		999.7  		162.9  		1080   	158.9  	16.261 	1
3		957.5  		744.3  		956.7  	762.6  	16.715 	1
3		957.5  		744.3  		1036   	913.8  	16.143 	1
1		282.6  		947.2  		312.3  	958    	15.324 	1
1		282.6  		947.2  		289.9  	951.5  	17.892 	1
4		540    		740    		549.8  	791.2  	14.544 	1
2		231.7  		485    		280.9  	511.3  	15.408 	1
1		282.6  		947.2  		254.2  	822.6  	15.816 	1
3		957.5  		744.3  		1064   	916.9  	16.262 	1
1		282.6  		947.2  		275.4  	980.3  	15.582 	1
0		999.7  		162.9  		1000   	163.2  	16.375 	1
2		231.7  		485    		234.6  	556.2  	12.672 	1
4		540    		740    		646.7  	512.7  	14.232 	1
0		999.7  		162.9  		899.1  	166.3  	13.39  	1
4		540    		740    		667.4  	725.1  	12.877 	1
3		957.5  		744.3  		878.7  	660.1  	13.109 	1
2		231.7  		485    		229.8  	431    	12.112 	1
3		957.5  		744.3  		1011   	846.6  	17.11  	1
3		957.5  		744.3  		965.9  	579.2  	10.954 	1
4		540    		740    		612.2  	739    	15.458 	1
0		999.7  		162.9  		856    	149.3  	17.347 	1
4		540    		740    		461.5  	819.8  	13.849 	1
1		282.6  		947.2  		330.8  	1043   	14.141 	1
4		540    		740    		517.2  	673.5  	15.108 	1
